Gender,Race,Event Type,Date,Comments
F,4,Profanity or Vulgarity towards student/staff,11/11/2021,"Slamming chairs. Saying, ""I'm tired of the fucking announcements>"" Head down- asked to sit up. ""Stop fucking talking to me."" Then told teacher to shut up. Refused to sit up. Asked to wake up. Cussed teacher out with F bombs. Asked teacher, ""What are you in my face?"" I'm going to fucking cuss you. I don't even fucking like you. Leave me the fuck alone. Continued cussing at teacher and walked out. "
F,4,Talking out in class,11/15/2021,"I have to stop class so she can stop ranting!  Beginning of class I'm trying to start, she is singing out loud.  Asked to please stop.  Second proceeded to blast me-""I don't like you and you can't write me up for that so just shut up-don't talk to me and leave me alone."""
F,4,Violation of Personal Electronic/Telecommunication Device Policy,12/6/2021,"Refused to put up cell phone the entire class, extreme disruption entire class.  Insults of how much she hates me & my projects stupid!  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
F,4,Drug Under the Influence,12/8/2021,Student came to school smelling of marijuana.  Student smoked before school. 
F,4,Violation of Personal Electronic/Telecommunication Device Policy,10/20/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
F,4,Talking out in class,8/30/2021,Jumanah was given multiple opportunities to calm down but refused to be quiet.  She was not happy that she had to be quiet and raised her hand to ask a question
F,4,Fighting - Student to Student,12/13/2021,"Students had previous history of not liking each other. Seperate student told Student A that Student B said she was going to fight Student A when she saw her. Seconds later students walked by each other and Student B asked Student A if she wanted to fight. Both student began punching each other. Students had to be separated by multiple staff members and students. Staff members were able to step in between the students once they got separated by temporary touching and redirection. This created a dangerous situation for many students and staff members due to the size of the crowd. Following the incident, several reports of associated students posting threats and next steps towards each student were reported to AP's. Alternative Placement Recommended."
F,4,Violation of Personal Electronic/Telecommunication Device Policy,12/7/2021,"cell, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
F,4,Profanity or Vulgarity towards student/staff,11/11/2021,"Slamming chairs. Saying, ""I'm tired of the fucking announcements>"" Head down- asked to sit up. ""Stop fucking talking to me."" Then told teacher to shut up. Refused to sit up. Asked to wake up. Cussed teacher out with F bombs. Asked teacher, ""What are you in my face?"" I'm going to fucking cuss you. I don't even fucking like you. Leave me the fuck alone. Continued cussing at teacher and walked out. "
F,4,Talking out in class,11/15/2021,"I have to stop class so she can stop ranting!  Beginning of class I'm trying to start, she is singing out loud.  Asked to please stop.  Second proceeded to blast me-""I don't like you and you can't write me up for that so just shut up-don't talk to me and leave me alone."""
F,4,Violation of Personal Electronic/Telecommunication Device Policy,12/6/2021,"Refused to put up cell phone the entire class, extreme disruption entire class.  Insults of how much she hates me & my projects stupid!  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
F,4,Drug Under the Influence,12/8/2021,Student came to school smelling of marijuana.  Student smoked before school. 
F,4,Violation of Personal Electronic/Telecommunication Device Policy,10/20/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
F,4,Talking out in class,8/30/2021,Jumanah was given multiple opportunities to calm down but refused to be quiet.  She was not happy that she had to be quiet and raised her hand to ask a question
F,4,Fighting - Student to Student,12/13/2021,"Students had previous history of not liking each other. Seperate student told Student A that Student B said she was going to fight Student A when she saw her. Seconds later students walked by each other and Student B asked Student A if she wanted to fight. Both student began punching each other. Students had to be separated by multiple staff members and students. Staff members were able to step in between the students once they got separated by temporary touching and redirection. This created a dangerous situation for many students and staff members due to the size of the crowd. Following the incident, several reports of associated students posting threats and next steps towards each student were reported to AP's. Alternative Placement Recommended."
F,4,Violation of Personal Electronic/Telecommunication Device Policy,12/7/2021,"cell, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
F,4,Profanity or Vulgarity towards student/staff,11/11/2021,"Slamming chairs. Saying, ""I'm tired of the fucking announcements>"" Head down- asked to sit up. ""Stop fucking talking to me."" Then told teacher to shut up. Refused to sit up. Asked to wake up. Cussed teacher out with F bombs. Asked teacher, ""What are you in my face?"" I'm going to fucking cuss you. I don't even fucking like you. Leave me the fuck alone. Continued cussing at teacher and walked out. "
F,4,Talking out in class,11/15/2021,"I have to stop class so she can stop ranting!  Beginning of class I'm trying to start, she is singing out loud.  Asked to please stop.  Second proceeded to blast me-""I don't like you and you can't write me up for that so just shut up-don't talk to me and leave me alone."""
F,4,Violation of Personal Electronic/Telecommunication Device Policy,12/6/2021,"Refused to put up cell phone the entire class, extreme disruption entire class.  Insults of how much she hates me & my projects stupid!  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
F,4,Drug Under the Influence,12/8/2021,Student came to school smelling of marijuana.  Student smoked before school. 
F,4,Violation of Personal Electronic/Telecommunication Device Policy,10/20/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
